,0,1
674,2,35
675,9,45
676,4,32
677,1,35
678,10,70
679,11,79
680,73,55
681,74,45
682,75,44
683,76,37
684,79,53
685,80,45
686,77,35
687,81,42
688,78,32
689,82,43
690,83,46
691,47,30
692,49,36
693,52,56
694,54,36
695,50,35
696,46,34
697,51,32
698,53,47
699,48,38
700,55,34
701,64,42
702,68,39
703,71,40
704,69,45
705,65,48
706,66,43
707,72,32
708,70,46
709,67,44
710,16,44
711,17,18
712,14,84
713,15,52
714,18,51
715,13,40
716,12,40
717,20,37
718,19,54
719,21,40
720,25,30
721,27,35
722,22,42
723,23,49
724,26,36
725,24,38
726,30,34
727,33,38
728,29,41
729,28,44
730,31,39
731,35,41
732,32,46
733,34,38
734,35,34
735,37,35
736,40,40
737,34,32
738,38,35
739,42,53
740,36,38
741,39,45
742,41,54
743,44,40
744,43,36
745,45,38
746,48,37
747,51,28
748,49,44
749,46,37
750,50,36
751,52,49
752,47,33
753,53,41
754,3,33
755,4,29
756,7,38
757,8,39
758,2,29
759,1,32
760,9,42
761,6,28
762,5,31
763,73,52
764,74,36
765,75,40
766,76,27
767,77,28
768,78,29
769,79,37
770,80,37
771,81,36
772,82,37
773,83,36
774,58,39
775,60,29
776,56,42
777,62,39
778,59,44
779,55,37
780,57,49
781,61,27
782,54,38
783,64,34
784,66,38
785,67,43
786,63,35
787,69,37
788,71,31
789,65,39
790,68,42
791,72,22
792,70,39
793,10,65
794,14,50
795,16,44
796,11,70
797,13,41
798,12,39
799,15,48
800,18,34
801,20,42
802,17,6
803,19,36
804,23,35
805,25,29
806,21,38
807,26,36
808,22,40
809,24,39
810,29,38
811,32,37
812,27,32
813,30,36
814,28,36
815,33,32
816,31,42
817,19,46
818,68,33
819,78,33
820,59,45
821,38,40
822,70,47
823,7,40
824,26,33
825,15,50
826,46,40
827,16,37
828,6,30
829,10,37
830,29,29
831,12,36
832,50,44
833,24,31
834,5,56
835,22,26
836,63,26
837,11,38
838,37,27
839,60,17
840,66,16
841,36,36
842,80,36
843,74,38
844,3,31
845,83,41
846,39,45
847,72,46
848,65,38
849,27,31
850,8,38
851,62,48
852,75,46
853,76,49
854,13,33
855,42,42
856,79,37
857,25,27
858,21,37
859,61,40
860,31,30
861,44,38
862,18,49
863,73,59
864,34,34
865,82,27
866,81,18
867,32,16
868,1,16
869,53,21
870,40,21
871,30,13
872,52,17
873,23,18
874,64,18
875,14,22
876,28,31
877,33,29
878,55,36
879,67,31
880,58,27
881,43,47
882,51,33
883,57,41
884,56,39
885,9,41
886,2,37
887,49,43
888,17,30
889,54,40
890,77,32
891,20,37
892,4,32
893,35,30
894,69,40
895,71,38
896,48,32
897,45,33
898,41,48
899,47,41
900,55,31
901,48,27
902,52,27
903,82,23
904,75,28
905,6,24
906,50,29
907,9,31
908,26,21
909,77,26
910,76,28
911,78,21
912,66,23
913,42,35
914,16,28
915,79,33
916,4,27
917,40,34
918,28,27
919,62,35
920,7,33
921,34,24
922,54,28
923,49,37
924,74,32
925,39,28
926,38,25
927,80,26
928,20,34
929,29,22
930,13,31
931,35,27
932,61,30
933,33,24
934,71,31
935,53,38
936,81,20
937,83,26
938,63,21
939,37,23
940,22,23
941,25,21
942,59,31
943,51,20
944,10,48
945,14,35
946,67,24
947,44,40
948,69,34
949,21,21
950,47,25
951,64,28
952,36,29
953,24,23
954,5,25
955,8,32
956,17,22
957,46,29
958,56,27
959,32,22
960,58,20
961,1,23
962,43,34
963,73,47
964,45,28
965,3,23
966,31,24
967,60,31
968,15,38
969,19,33
970,68,23
971,2,22
972,57,34
973,11,44
974,65,22
975,23,33
976,72,35
977,41,39
978,30,25
979,12,38
980,18,43
981,27,24
982,31,33
983,29,33
984,33,36
985,36,42
986,40,55
987,45,44
988,37,39
989,39,62
990,38,40
991,42,62
992,44,44
993,58,43
994,55,45
995,56,48
996,59,47
997,61,26
998,63,36
999,57,43
1000,54,45
1001,62,33
1002,4,35
1003,1,33
1004,6,33
1005,8,41
1006,9,40
1007,12,39
1008,5,38
1009,3,33
1010,2,33
1011,7,40
1012,73,62
1013,74,37
1014,75,35
1015,76,27
1016,77,33
1017,78,33
1018,79,25
1019,80,31
1020,81,26
1021,82,38
1022,83,27
1023,41,50
1024,47,26
1025,46,41
1026,43,43
1027,49,41
1028,52,49
1029,48,44
1030,51,34
1031,50,42
1032,53,43
1033,68,32
1034,66,33
1035,60,43
1036,64,39
1037,67,33
1038,70,41
1039,57,38
1040,65,31
1041,71,42
1042,72,39
1043,11,54
1044,12,47
1045,14,43
1046,10,53
1047,13,44
1048,16,35
1049,17,34
1050,15,41
1051,18,32
1052,20,40
1053,21,37
1054,23,38
1055,19,40
1056,24,28
1057,22,29
1058,26,29
1059,35,31
1060,25,29
1061,27,34
1062,28,37
1063,30,38
1064,32,36
1065,34,24
1066,33,23
1067,28,21
1068,36,24
1069,35,23
1070,40,37
1071,37,27
1072,45,28
1073,43,23
1074,41,38
1075,39,50
1076,38,30
1077,42,43
1078,63,25
1079,60,32
1080,61,20
1081,56,30
1082,55,29
1083,57,30
1084,62,22
1085,58,31
1086,67,26
1087,8,46
1088,5,31
1089,9,35
1090,3,31
1091,2,28
1092,1,28
1093,7,30
1094,6,23
1095,10,43
1096,14,34
1097,4,25
1098,73,54
1099,74,33
1100,75,32
1101,76,26
1102,77,33
1103,78,31
1104,79,38
1105,80,42
1106,81,38
1107,82,40
1108,83,28
1109,44,29
1110,47,24
1111,51,26
1112,52,36
1113,48,28
1114,46,30
1115,49,36
1116,54,30
1117,53,26
1118,50,30
1119,59,29
1120,72,22
1121,71,20
1122,68,25
1123,66,21
1124,64,25
1125,65,24
1126,69,28
1127,70,32
1128,13,38
1129,15,33
1130,11,33
1131,17,26
1132,18,24
1133,20,33
1134,12,28
1135,16,26
1136,21,29
1137,25,23
1138,24,25
1139,23,30
1140,22,26
1141,19,34
1142,27,25
1143,30,23
1144,29,26
1145,31,28
1146,32,25
1147,26,26
1148,32,32
1149,36,39
1150,31,32
1151,29,33
1152,37,37
1153,38,41
1154,30,35
1155,43,47
1156,44,43
1157,39,78
1158,40,64
1159,49,36
1160,47,29
1161,45,39
1162,55,43
1163,57,46
1164,46,58
1165,48,40
1166,54,46
1167,56,49
1168,59,60
1169,1,31
1170,4,33
1171,7,40
1172,9,42
1173,2,38
1174,5,39
1175,6,31
1176,8,43
1177,3,40
1178,26,33
1179,73,68
1180,74,32
1181,83,28
1182,75,36
1183,82,31
1184,76,33
1185,81,28
1186,77,33
1187,80,39
1188,82,43
1189,78,37
1190,79,42
1191,42,51
1192,41,59
1193,62,35
1194,53,47
1195,52,61
1196,61,33
1197,60,35
1198,51,34
1199,50,41
1200,59,40
1201,72,35
1202,57,49
1203,68,35
1204,66,36
1205,64,36
1206,71,38
1207,63,37
1208,57,42
1209,65,43
1210,67,38
1211,18,42
1212,25,32
1213,24,34
1214,17,18
1215,16,32
1216,23,45
1217,22,38
1218,14,39
1219,15,41
1220,21,30
1221,20,45
1222,13,46
1223,19,47
1224,11,57
1225,12,38
1226,10,51
1227,35,31
1228,27,33
1229,28,37
1230,34,38
1231,33,38
1232,27,34
1233,28,42
1234,31,38
1235,34,35
1236,36,31
1237,30,30
1238,40,53
1239,41,47
1240,37,38
1241,39,70
1242,38,43
1243,46,38
1244,47,35
1245,51,21
1246,55,32
1247,52,41
1248,55,34
1249,57,36
1250,61,23
1251,59,42
1252,62,27
1253,58,32
1254,7,33
1255,4,32
1256,5,25
1257,2,32
1258,4,30
1259,3,31
1260,8,49
1261,2,42
1262,1,44
1263,9,52
1264,82,39
1265,80,30
1266,78,30
1267,76,30
1268,74,32
1269,73,60
1270,75,35
1271,77,33
1272,79,36
1273,81,27
1274,82,45
1275,42,56
1276,44,39
1277,45,36
1278,43,42
1279,50,26
1280,48,28
1281,49,27
1282,53,26
1283,60,40
1284,56,41
1285,66,29
1286,65,31
1287,69,32
1288,68,23
1289,64,30
1290,67,25
1291,63,21
1292,71,28
1293,72,27
1294,70,40
1295,10,41
1296,12,52
1297,11,61
1298,14,42
1299,16,37
1300,21,39
1301,20,55
1302,15,51
1303,17,47
1304,18,59
1305,13,39
1306,22,30
1307,19,39
1308,24,31
1309,23,30
1310,29,32
1311,32,27
1312,33,26
1313,35,27
1314,26,36
1315,25,36
1316,1,30
1317,82,23
1318,57,37
1319,74,30
1320,49,26
1321,18,35
1322,72,19
1323,5,31
1324,68,26
1325,60,24
1326,3,27
1327,45,31
1328,50,35
1329,70,32
1330,44,40
1331,58,34
1332,27,29
1333,59,40
1334,34,32
1335,22,34
1336,41,52
1337,62,26
1338,8,40
1339,63,31
1340,42,30
1341,73,19
1342,56,39
1343,76,29
1344,17,17
1345,48,37
1346,29,32
1347,21,32
1348,81,39
1349,71,39
1350,19,38
1351,7,34
1352,65,27
1353,24,27
1354,51,25
1355,6,27
1356,67,27
1357,37,34
1358,4,30
1359,61,19
1360,30,30
1361,9,37
1362,26,37
1363,25,32
1364,15,46
1365,43,43
1366,69,39
1367,66,34
1368,32,32
1369,38,34
1370,75,33
1371,53,35
1372,77,28
1373,55,36
1374,40,37
1375,13,41
1376,78,31
1377,80,26
1378,16,33
1379,39,37
1380,31,31
1381,12,36
1382,83,27
1383,33,29
1384,28,31
1385,11,45
1386,35,26
1387,47,30
1388,14,33
1389,64,29
1390,46,33
1391,23,35
1392,10,39
1393,54,34
1394,36,35
1395,79,32
1396,2,30
1397,52,33
1398,20,35
1399,7,36
1400,21,28
1401,70,26
1402,29,29
1403,56,34
1404,49,29
1405,2,28
1406,46,32
1407,15,34
1408,52,36
1409,60,23
1410,76,30
1411,34,33
1412,22,30
1413,16,23
1414,14,33
1415,75,30
1416,71,31
1417,80,19
1418,17,15
1419,32,27
1420,58,37
1421,78,28
1422,47,27
1423,13,74
1424,25,29
1425,64,31
1426,20,33
1427,67,29
1428,1,29
1429,45,32
1430,30,28
1431,50,29
1432,36,33
1433,12,33
1434,79,33
1435,61,27
1436,28,26
1437,6,25
1438,24,27
1439,5,29
1440,39,51
1441,51,30
1442,26,27
1443,81,33
1444,73,46
1445,66,23
1446,37,28
1447,83,17
1448,77,23
1449,54,30
1450,62,22
1451,72,19
1452,33,27
1453,63,30
1454,74,30
1455,35,31
1456,23,41
1457,65,29
1458,11,63
1459,19,40
1460,40,40
1461,68,30
1462,57,34
1463,3,28
1464,18,37
1465,59,34
1466,27,40
1467,10,41
1468,42,37
1469,48,27
1470,55,33
1471,4,27
1472,53,38
1473,43,40
1474,69,34
1475,44,48
1476,31,36
1477,9,35
1478,8,38
1479,38,33
1480,41,44
1481,82,26
1482,38,62
1483,36,71
1484,39,74
1485,41,67
1486,37,55
1487,40,75
1488,43,80
1489,44,76
1490,42,69
1491,46,71
1492,45,80
1493,47,61
1494,61,65
1495,60,56
1496,58,56
1497,54,49
1498,59,69
1499,57,65
1500,62,57
1501,66,65
1502,5,45
1503,6,41
1504,4,45
1505,1,47
1506,3,48
1507,2,50
1508,9,76
1509,10,80
1510,8,72
1511,7,61
1512,11,83
1513,73,65
1514,74,47
1515,75,45
1516,76,65
1517,77,53
1518,78,39
1519,79,57
1520,80,61
1521,81,55
1522,82,59
1523,83,64
1524,51,50
1525,50,57
1526,48,51
1527,49,82
1528,52,53
1529,53,55
1530,56,59
1531,55,62
1532,63,62
1533,65,52
1534,64,67
1535,67,67
1536,68,53
1537,69,63
1538,70,74
1539,72,74
1540,71,59
1541,14,62
1542,12,66
1543,15,69
1544,13,55
1545,18,66
1546,20,56
1547,19,60
1548,16,54
1549,17,52
1550,22,49
1551,21,51
1552,25,51
1553,26,52
1554,24,49
1555,23,71
1556,30,39
1557,34,69
1558,27,50
1559,35,53
1560,31,69
1561,33,68
1562,29,53
1563,28,51
1564,32,60
1565,35,30
1566,36,60
1567,38,49
1568,42,48
1569,41,65
1570,40,68
1571,39,55
1572,37,51
1573,44,50
1574,43,51
1575,54,43
1576,57,50
1577,59,52
1578,60,56
1579,62,47
1580,61,47
1581,58,46
1582,56,55
1583,55,45
1584,1,34
1585,4,32
1586,3,31
1587,2,32
1588,6,41
1589,8,48
1590,9,47
1591,7,38
1592,5,36
1593,12,41
1594,10,42
1595,11,59
1596,13,54
1597,73,68
1598,75,54
1599,77,38
1600,79,60
1601,81,51
1602,83,53
1603,82,51
1604,80,62
1605,82,57
1606,76,66
1607,74,54
1608,45,47
1609,48,57
1610,49,59
1611,47,43
1612,46,39
1613,50,42
1614,53,52
1615,52,48
1616,51,37
1617,63,42
1618,65,40
1619,67,42
1620,69,46
1621,71,48
1622,70,50
1623,68,35
1624,66,34
1625,64,39
1626,72,45
1627,14,47
1628,15,41
1629,17,38
1630,16,38
1631,21,38
1632,18,45
1633,22,41
1634,20,42
1635,23,52
1636,19,50
1637,25,30
1638,33,42
1639,32,33
1640,31,38
1641,29,35
1642,28,42
1643,26,46
1644,24,46
1645,27,61
1646,30,36
1647,34,36
1648,33,52
1649,34,42
1650,35,44
1651,36,62
1652,37,36
1653,38,60
1654,39,72
1655,40,75
1656,41,71
1657,42,66
1658,53,68
1659,54,67
1660,55,61
1661,56,65
1662,57,70
1663,58,74
1664,59,79
1665,60,71
1666,61,69
1667,62,67
1668,1,53
1669,2,47
1670,3,48
1671,4,44
1672,5,47
1673,6,48
1674,7,49
1675,8,67
1676,9,68
1677,10,76
1678,11,77
1679,74,57
1680,76,51
1681,78,42
1682,80,57
1683,82,64
1684,83,60
1685,81,62
1686,79,68
1687,77,53
1688,75,54
1689,73,68
1690,43,62
1691,44,64
1692,45,51
1693,46,50
1694,47,50
1695,48,60
1696,49,58
1697,50,53
1698,51,49
1699,52,62
1700,63,65
1701,64,63
1702,66,66
1703,65,67
1704,67,70
1705,68,65
1706,69,71
1707,70,77
1708,71,67
1709,72,70
1710,12,59
1711,13,60
1712,14,75
1713,15,56
1714,16,51
1715,17,30
1716,18,66
1717,19,72
1718,20,60
1719,21,55
1720,22,58
1721,23,73
1722,24,43
1723,25,42
1724,26,47
1725,27,45
1726,28,44
1727,29,42
1728,30,55
1729,31,48
1730,32,43
1731,39,50
1732,40,51
1733,38,50
1734,36,36
1735,41,54
1736,42,38
1737,43,49
1738,47,43
1739,44,54
1740,56,51
1741,57,22
1742,55,45
1743,61,46
1744,55,50
1745,68,38
1746,54,49
1747,10,59
1748,7,38
1749,11,52
1750,8,52
1751,9,43
1752,6,23
1753,5,26
1754,1,29
1755,3,16
1756,2,37
1757,4,36
1758,83,52
1759,82,52
1760,81,47
1761,80,42
1762,79,45
1763,77,43
1764,76,46
1765,75,42
1766,74,49
1767,73,67
1768,57,52
1769,46,47
1770,49,53
1771,52,39
1772,45,46
1773,43,46
1774,50,42
1775,53,41
1776,60,39
1777,59,27
1778,62,46
1779,63,35
1780,64,41
1781,67,34
1782,70,25
1783,72,38
1784,65,28
1785,66,24
1786,71,18
1787,69,37
1788,14,42
1789,15,39
1790,16,29
1791,18,41
1792,12,42
1793,13,35
1794,17,22
1795,20,42
1796,25,37
1797,26,42
1798,19,52
1799,23,55
1800,22,33
1801,21,32
1802,28,29
1803,31,34
1804,34,32
1805,33,42
1806,30,32
1807,27,34
1808,29,29
1809,32,25
1810,35,33
1811,37,36
1812,47,29
1813,1,36
1814,26,29
1815,36,42
1816,33,39
1817,6,33
1818,35,37
1819,18,46
1820,9,51
1821,8,56
1822,22,41
1823,42,38
1824,11,60
1825,2,35
1826,70,48
1827,78,35
1828,5,38
1829,73,64
1830,79,61
1831,57,55
1832,59,58
1833,50,54
1834,69,63
1835,19,57
1836,80,54
1837,62,55
1838,45,47
1839,58,59
1840,29,47
1841,54,57
1842,4,40
1843,37,48
1844,68,56
1845,52,43
1846,7,52
1847,38,53
1848,31,34
1849,48,38
1850,49,59
1851,23,52
1852,51,29
1853,39,63
1854,71,44
1855,32,40
1856,53,54
1857,14,62
1858,40,74
1859,13,56
1860,28,35
1861,41,40
1862,21,41
1863,10,66
1864,16,47
1865,15,62
1866,66,39
1867,20,42
1868,24,38
1869,83,40
1870,3,33
1871,63,35
1872,25,44
1873,44,60
1874,64,80
1875,65,63
1876,77,43
1877,46,45
1878,61,46
1879,74,50
1880,82,46
1881,60,60
1882,34,46
1883,27,36
1884,67,49
1885,12,55
1886,30,45
1887,56,47
1888,43,53
1889,75,46
1890,17,39
1891,72,51
1892,81,49
1893,76,57
1894,55,54
1895,23,49
1896,2,28
1897,49,52
1898,58,27
1899,59,41
1900,51,29
1901,68,41
1902,12,44
1903,76,37
1904,56,46
1905,20,41
1906,48,38
1907,36,36
1908,71,18
1909,54,43
1910,14,39
1911,1,34
1912,33,43
1913,81,38
1914,53,46
1915,7,44
1916,72,63
1917,79,42
1918,75,50
1919,32,32
1920,62,35
1921,43,43
1922,63,36
1923,46,36
1924,78,34
1925,74,33
1926,41,43
1927,31,35
1928,45,30
1929,18,45
1930,55,45
1931,8,35
1932,22,38
1933,5,30
1934,29,34
1935,65,41
1936,19,35
1937,39,49
1938,34,32
1939,3,31
1940,4,33
1941,61,36
1942,70,27
1943,15,42
1944,16,26
1945,82,25
1946,60,37
1947,17,18
1948,10,51
1949,80,24
1950,66,33
1951,73,50
1952,6,28
1953,50,43
1954,9,38
1955,26,27
1956,69,27
1957,38,44
1958,35,32
1959,42,35
1960,40,55
1961,27,37
1962,52,39
1963,30,38
1964,37,39
1965,44,40
1966,24,32
1967,64,37
1968,11,46
1969,25,29
1970,77,36
1971,57,45
1972,47,38
1973,28,43
1974,13,43
1975,67,35
1976,21,36
1977,83,41
1978,34,37
1979,35,39
1980,36,42
1981,37,39
1982,38,48
1983,39,56
1984,40,55
1985,41,52
1986,42,56
1987,54,42
1988,55,42
1989,56,54
1990,57,56
1991,58,54
1992,59,50
1993,60,50
1994,61,50
1995,62,45
1996,2,60
1997,1,43
1998,3,43
1999,4,39
2000,6,39
2001,5,38
2002,7,50
2003,8,60
2004,9,48
2005,10,52
2006,11,77
2007,43,48
2008,44,46
2009,45,39
2010,46,55
2011,47,46
2012,48,44
2013,49,56
2014,50,47
2015,51,34
2016,52,39
2017,53,73
2018,63,38
2019,64,72
2020,66,45
2021,65,46
2022,67,41
2023,68,50
2024,69,59
2025,70,51
2026,71,43
2027,72,58
2028,12,54
2029,13,43
2030,14,53
2031,15,57
2032,16,40
2033,17,30
2034,18,48
2035,20,37
2036,19,42
2037,21,36
2038,22,39
2039,23,53
2040,24,37
2041,25,32
2042,26,35
2043,27,37
2044,28,37
2045,29,41
2046,30,30
2047,31,32
2048,32,28
2049,33,35
2050,27,38
2051,35,50
2052,33,47
2053,36,63
2054,30,41
2055,34,55
2056,29,45
2057,31,54
2058,37,44
2059,46,48
2060,49,67
2061,53,51
2062,51,31
2063,50,46
2064,45,46
2065,52,36
2066,56,53
2067,54,47
2068,55,53
2069,62,47
2070,61,42
2071,1,40
2072,4,38
2073,6,42
2074,5,40
2075,3,50
2076,7,42
2077,9,54
2078,11,75
2079,8,68
2080,43,49
2081,44,57
2082,39,55
2083,38,48
2084,42,41
2085,41,51
2086,40,55
2087,47,44
2088,48,47
2089,57,57
2090,72,57
2091,71,50
2092,63,58
2093,64,49
2094,58,52
2095,66,45
2096,60,54
2097,59,58
2098,67,39
2099,65,42
2100,69,55
2101,70,60
2102,68,50
2103,18,68
2104,16,39
2105,14,70
2106,20,45
2107,19,45
2108,13,45
2109,10,74
2110,17,20
2111,15,71
2112,12,44
2113,24,40
2114,21,38
2115,22,56
2116,26,44
2117,28,44
2118,23,48
2119,25,35
2120,32,35
2121,46,60
2122,52,44
2123,48,50
2124,47,51
2125,10,82
2126,49,74
2127,51,42
2128,44,86
2129,38,54
2130,35,53
2131,23,73
2132,26,37
2133,33,49
2134,28,39
2135,34,44
2136,27,60
2137,32,43
2138,24,56
2139,25,42
