,0,1
6306,36,39
6307,9,43
6308,71,37
6309,67,30
6310,57,42
6311,42,31
6312,74,30
6313,72,21
6314,8,42
6315,37,30
6316,62,37
6317,28,31
6318,68,32
6319,50,32
6320,49,41
6321,63,40
6322,51,31
6323,14,43
6324,70,36
6325,79,41
6326,38,38
6327,44,43
6328,4,33
6329,75,41
6330,60,44
6331,12,38
6332,30,35
6333,31,35
6334,52,36
6335,25,33
6336,69,41
6337,2,33
6338,47,38
6339,77,33
6340,34,33
6341,17,21
6342,59,39
6343,43,45
6344,56,41
6345,3,32
6346,42,30
6347,57,35
6348,52,28
6349,66,27
6350,73,39
6351,80,28
6352,76,26
6353,46,27
6354,13,27
6355,14,35
6356,60,36
6357,54,29
6358,59,33
6359,34,27
6360,83,30
6361,45,26
6362,38,32
6363,39,43
6364,6,28
6365,44,35
6366,75,30
6367,11,33
6368,15,41
6369,65,36
6370,16,26
6371,19,40
6372,58,36
6373,1,35
6374,32,29
6375,70,36
6376,22,34
6377,21,32
6378,7,34
6379,30,29
6380,31,27
6381,23,31
6382,29,25
6383,9,35
6384,82,31
6385,48,26
6386,37,29
6387,36,31
6388,5,31
6389,20,29
6390,71,32
6391,72,25
6392,4,27
6393,61,26
6394,17,5
6395,78,27
6396,12,32
6397,63,33
6398,10,39
6399,2,28
6400,77,28
6401,55,39
6402,62,32
6403,53,35
6404,67,27
6405,68,29
6406,49,37
6407,35,27
6408,56,34
6409,24,27
6410,47,29
6411,40,37
6412,41,29
6413,33,33
6414,25,31
6415,43,37
6416,69,42
6417,74,29
6418,81,30
6419,79,36
6420,51,25
6421,28,27
6422,26,24
6423,27,24
6424,18,29
6425,64,33
6426,50,25
6427,8,24
6428,33,57
6429,58,56
6430,81,62
6431,22,52
6432,82,57
6433,67,44
6434,74,55
6435,42,48
6436,47,59
6437,78,55
6438,18,80
6439,60,39
6440,7,47
6441,43,68
6442,61,58
6443,37,42
6444,63,40
6445,3,62
6446,41,60
6447,55,56
6448,48,57
6449,20,31
6450,64,49
6451,75,59
6452,35,67
6453,4,42
6454,25,53
6455,17,47
6456,80,53
6457,83,70
6458,62,59
6459,2,66
6460,12,66
6461,19,57
6462,21,74
6463,55,91
6464,36,45
6465,52,50
6466,77,63
6467,56,61
6468,31,49
6469,68,47
6470,6,64
6471,70,57
6472,40,68
6473,51,48
6474,10,75
6475,16,55
6476,39,68
6477,30,50
6478,34,56
6479,73,100
6480,32,55
6481,79,58
6482,53,59
6483,23,59
6484,26,56
6485,45,44
6486,13,64
6487,29,51
6488,38,58
6489,11,76
6490,57,44
6491,76,56
6492,15,82
6493,49,70
6494,46,68
6495,44,75
6496,28,68
6497,14,78
6498,65,52
6499,24,47
6500,8,73
6501,71,65
6502,27,50
6503,59,66
6504,50,70
6505,5,61
6506,72,61
6507,66,55
6508,30,47
6509,54,56
6510,48,52
6511,51,48
6512,27,50
6513,44,63
6514,79,64
6515,81,69
6516,80,54
6517,69,55
6518,43,64
6519,6,56
6520,68,42
6521,4,52
6522,70,51
6523,14,59
6524,9,64
6525,73,91
6526,23,55
6527,66,46
6528,2,51
6529,32,57
6530,56,62
6531,38,56
6532,52,51
6533,83,30
6534,42,69
6535,74,53
6536,55,52
6537,63,40
6538,41,58
6539,71,56
6540,59,54
6541,5,58
6542,16,50
6543,10,83
6544,77,56
6545,25,56
6546,31,53
6547,22,49
6548,62,61
6549,40,62
6550,37,55
6551,47,57
6552,53,47
6553,18,79
6554,29,53
6555,46,52
6556,1,49
6557,28,46
6558,45,50
6559,50,56
6560,21,49
6561,20,59
6562,72,59
6563,26,39
6564,15,63
6565,35,74
6566,39,49
6567,33,52
6568,61,60
6569,58,52
6570,78,68
6571,17,51
6572,49,73
6573,7,43
6574,64,47
6575,65,49
6576,11,66
6577,60,55
6578,76,49
6579,57,45
6580,13,48
6581,19,58
6582,34,47
6583,24,48
6584,36,61
6585,3,52
6586,67,39
6587,8,57
6588,82,59
6589,75,55
6590,12,59
6591,4,45
6592,82,48
6593,19,56
6594,1,43
6595,59,49
6596,45,49
6597,29,43
6598,48,44
6599,6,47
6600,75,48
6601,76,63
6602,39,53
6603,23,45
6604,63,33
6605,65,55
6606,69,50
6607,14,63
6608,55,55
6609,79,57
6610,7,51
6611,44,65
6612,74,53
6613,27,46
6614,73,94
6615,34,60
6616,26,54
6617,10,59
6618,53,54
6619,17,45
6620,38,54
6621,61,55
6622,52,42
6623,32,42
6624,3,44
6625,67,40
6626,28,38
6627,54,56
6628,40,47
6629,30,47
6630,41,55
6631,56,42
6632,46,41
6633,78,46
6634,8,52
6635,49,67
6636,31,40
6637,18,65
6638,68,41
6639,42,45
6640,9,51
6641,33,50
6642,64,50
6643,37,68
6644,25,46
6645,58,52
6646,60,58
6647,50,52
6648,13,56
6649,22,37
6650,36,47
6651,20,45
6652,62,59
6653,47,46
6654,11,51
6655,71,46
6656,70,53
6657,83,58
6658,77,53
6659,35,45
6660,66,46
6661,72,47
6662,16,42
6663,57,54
6664,24,53
6665,2,49
6666,21,46
6667,80,58
6668,51,47
6669,81,61
6670,5,56
6671,15,66
6672,12,51
6673,79,94
6674,74,49
6675,16,39
6676,32,48
6677,65,42
6678,37,54
6679,19,50
6680,78,44
6681,43,85
6682,34,54
6683,11,46
6684,49,65
6685,83,63
6686,63,41
6687,4,46
6688,81,48
6689,77,46
6690,56,42
6691,51,35
6692,13,44
6693,39,45
6694,41,49
6695,61,39
6696,18,80
6697,70,50
6698,47,45
6699,36,44
6700,38,41
6701,22,44
6702,45,43
6703,46,51
6704,54,56
6705,53,51
6706,12,51
6707,57,47
6708,60,43
6709,33,56
6710,52,38
6711,64,42
6712,17,37
6713,75,42
6714,67,45
6715,1,43
6716,48,40
6717,6,47
6718,62,47
6719,35,56
6720,14,52
6721,31,57
6722,82,48
6723,2,39
6724,3,49
6725,28,47
6726,15,55
6727,44,63
6728,71,56
6729,72,51
6730,24,46
6731,21,52
6732,50,47
6733,68,42
6734,27,49
6735,8,47
6736,73,94
6737,7,42
6738,29,38
6739,55,42
6740,10,54
6741,69,32
6742,9,54
6743,58,37
6744,59,47
6745,42,35
6746,5,42
6747,80,43
6748,20,43
6749,76,43
6750,26,40
6751,23,48
6752,66,64
6753,30,49
6754,40,47
6755,25,63
6756,57,52
6757,1,40
6758,66,33
6759,34,35
6760,64,37
6761,24,33
6762,15,44
6763,56,42
6764,28,30
6765,72,39
6766,21,38
6767,62,60
6768,36,56
6769,65,37
6770,74,36
6771,17,32
6772,14,42
6773,53,43
6774,69,53
6775,76,41
6776,77,40
6777,80,44
6778,52,36
6779,22,36
6780,45,43
6781,82,39
6782,67,39
6783,49,54
6784,9,43
6785,71,46
6786,37,36
6787,41,48
6788,31,43
6789,20,16
6790,79,55
6791,51,33
6792,75,43
6793,4,41
6794,47,43
6795,59,48
6796,11,49
6797,42,50
6798,19,51
6799,60,48
6800,13,48
6801,81,44
6802,16,39
6803,26,39
6804,48,34
6805,83,57
6806,50,44
6807,27,39
6808,54,53
6809,23,44
6810,8,49
6811,2,43
6812,5,44
6813,29,44
6814,63,41
6815,55,45
6816,44,41
6817,58,40
6818,78,44
6819,30,34
6820,12,38
6821,61,39
6822,18,51
6823,7,37
6824,3,39
6825,6,42
6826,25,32
6827,43,43
6828,46,34
6829,68,35
6830,39,45
6831,32,30
6832,10,51
6833,40,45
6834,35,35
6835,70,45
6836,73,68
6837,33,36
6838,38,43
6839,76,27
6840,52,22
6841,62,29
6842,19,40
6843,23,32
6844,35,26
6845,50,25
6846,47,25
6847,1,28
6848,61,32
6849,81,29
6850,71,88
6851,31,25
6852,80,29
6853,18,48
6854,8,31
6855,63,23
6856,37,27
6857,4,28
6858,75,33
6859,74,34
6860,12,34
6861,10,45
6862,65,26
6863,73,54
6864,36,37
6865,16,26
6866,77,26
6867,64,30
6868,34,27
6869,7,32
6870,14,32
6871,67,33
6872,32,31
6873,24,36
6874,72,31
6875,2,30
6876,41,35
6877,43,41
6878,57,36
6879,78,30
6880,3,34
6881,70,31
6882,66,28
6883,40,40
6884,17,24
6885,38,33
6886,53,41
6887,42,26
6888,5,34
6889,56,42
6890,68,27
6891,33,29
6892,15,37
6893,27,30
6894,44,42
6895,83,41
6896,49,38
6897,21,32
6898,79,31
6899,13,33
6900,55,31
6901,69,31
6902,39,37
6903,60,40
6904,59,32
6905,28,25
6906,82,31
6907,51,27
6908,48,31
6909,29,30
6910,26,27
6911,25,29
6912,9,32
6913,46,27
6914,11,35
6915,58,32
6916,20,19
6917,6,27
6918,22,25
6919,54,38
6920,30,29
6921,45,28
6922,50,49
6923,43,55
6924,72,36
6925,57,53
6926,56,42
6927,8,57
6928,37,40
6929,13,58
6930,76,40
6931,30,33
6932,17,45
6933,48,53
6934,5,38
6935,52,40
6936,1,40
6937,7,52
6938,22,32
6939,19,51
6940,11,59
6941,38,55
6942,34,32
6943,54,43
6944,63,33
6945,65,37
6946,23,158
6947,24,48
6948,83,48
6949,73,80
6950,27,57
6951,60,32
6952,3,45
6953,45,48
6954,59,56
6955,25,54
6956,36,59
6957,67,46
6958,79,51
6959,78,44
6960,10,62
6961,74,44
6962,41,47
6963,70,54
6964,12,53
6965,40,42
6966,6,47
6967,15,65
6968,64,52
6969,77,41
6970,49,63
6971,2,42
6972,18,56
6973,61,48
6974,71,57
6975,20,50
6976,31,35
6977,66,41
6978,21,43
6979,44,57
6980,69,52
6981,4,37
6982,58,28
6983,75,46
6984,62,36
6985,81,49
6986,26,35
6987,46,50
6988,32,39
6989,14,64
6990,33,42
6991,35,40
6992,29,32
6993,16,28
6994,39,53
6995,68,41
6996,28,40
6997,9,56
6998,82,61
6999,80,56
7000,51,32
7001,47,36
7002,42,39
7003,55,47
7004,53,52
7005,82,38
7006,17,37
7007,81,53
7008,46,39
7009,39,42
7010,72,35
7011,53,51
7012,29,30
7013,42,45
7014,68,41
7015,14,57
7016,13,55
7017,19,51
7018,59,51
7019,65,36
7020,34,36
7021,35,40
7022,32,34
7023,8,48
7024,47,42
7025,57,53
7026,26,29
7027,27,34
7028,22,43
7029,7,46
7030,71,52
7031,50,50
7032,25,34
7033,58,52
7034,4,50
7035,36,48
7036,28,40
7037,23,70
7038,70,53
7039,11,62
7040,3,49
7041,33,34
7042,1,35
7043,62,45
7044,16,38
7045,21,43
7046,38,56
7047,80,55
7048,15,61
7049,78,39
7050,56,42
7051,66,31
7052,41,39
7053,49,48
7054,10,65
7055,5,40
7056,45,45
7057,51,44
7058,52,39
7059,30,36
7060,60,48
7061,2,45
7062,24,39
7063,40,39
7064,48,45
7065,54,55
7066,18,58
7067,9,53
7068,76,36
7069,83,49
7070,55,48
7071,79,54
7072,64,45
7073,20,40
7074,6,42
7075,44,52
7076,73,66
7077,67,29
7078,37,39
7079,75,46
7080,43,53
7081,31,33
7082,74,42
7083,61,42
7084,63,31
7085,12,54
7086,77,42
7087,69,45
7088,16,41
7089,41,48
7090,73,83
7091,32,40
7092,46,42
7093,62,55
7094,57,53
7095,26,34
7096,4,36
7097,35,37
7098,77,49
7099,10,64
7100,30,42
7101,58,47
7102,60,33
7103,70,56
7104,59,49
7105,27,33
7106,65,33
7107,79,51
7108,76,39
7109,63,39
7110,49,58
7111,66,36
7112,43,58
7113,22,40
7114,80,50
7115,12,43
7116,47,40
7117,68,34
7118,50,51
7119,64,37
7120,74,47
7121,75,49
7122,56,41
7123,44,49
7124,54,38
7125,2,41
7126,39,41
7127,48,42
7128,7,46
7129,17,32
7130,6,38
7131,82,48
7132,34,40
7133,15,62
7134,9,48
7135,37,41
7136,42,39
7137,33,36
7138,5,36
7139,11,56
7140,8,49
7141,38,49
7142,36,43
7143,25,29
7144,53,49
7145,14,57
7146,31,35
7147,1,39
7148,61,41
7149,20,40
7150,67,35
7151,55,48
7152,78,38
7153,13,52
7154,3,43
7155,52,38
7156,24,36
7157,83,43
7158,40,40
7159,19,43
7160,21,38
7161,28,36
7162,72,31
7163,18,55
7164,51,38
7165,81,50
7166,29,35
7167,71,53
7168,45,39
7169,23,58
7170,69,50
7171,52,40
7172,12,56
7173,62,43
7174,76,41
7175,63,34
7176,61,45
7177,23,50
7178,75,40
7179,2,37
7180,59,51
7181,26,36
7182,37,43
7183,55,52
7184,60,49
7185,43,55
7186,17,34
7187,78,42
7188,72,48
7189,83,44
7190,4,44
7191,15,52
7192,81,48
7193,22,37
7194,69,56
7195,21,55
7196,40,46
7197,19,45
7198,54,44
7199,30,33
7200,28,41
7201,5,35
7202,42,36
7203,29,28
7204,80,37
7205,66,29
7206,36,38
7207,47,39
7208,73,66
7209,11,73
7210,48,56
7211,77,42
7212,58,49
7213,50,53
7214,45,36
7215,57,53
7216,68,46
7217,46,36
7218,16,28
7219,8,58
7220,38,57
7221,51,34
7222,49,54
7223,3,44
7224,13,44
7225,34,34
7226,18,58
7227,14,60
7228,64,50
7229,70,63
7230,32,30
7231,53,42
7232,41,41
7233,71,53
7234,25,36
7235,10,63
7236,67,35
7237,6,36
7238,27,37
7239,79,45
7240,56,42
7241,20,39
7242,39,42
7243,35,38
7244,24,38
7245,7,36
7246,65,28
7247,82,52
7248,1,37
7249,74,37
7250,31,38
7251,9,50
7252,33,51
7253,44,49
7254,54,41
7255,62,44
7256,24,36
7257,10,60
7258,38,40
7259,28,33
7260,36,41
7261,8,54
7262,22,38
7263,39,42
7264,49,54
7265,15,69
7266,66,34
7267,37,39
7268,34,38
7269,65,38
7270,77,40
7271,63,35
7272,6,38
7273,11,59
7274,4,37
7275,70,58
7276,3,46
7277,21,41
7278,52,29
7279,68,30
7280,19,34
7281,57,40
7282,61,43
7283,7,31
7284,43,45
7285,12,43
7286,82,32
7287,2,36
7288,58,45
7289,50,41
7290,75,45
7291,41,41
7292,45,33
7293,67,37
7294,48,53
7295,73,79
7296,56,41
7297,71,56
7298,79,56
7299,44,53
7300,18,61
7301,35,40
7302,14,39
7303,26,39
7304,59,48
7305,60,51
7306,76,37
7307,27,31
7308,81,56
7309,13,47
7310,29,36
7311,9,50
7312,5,40
7313,42,44
7314,55,40
7315,51,24
7316,1,32
7317,33,29
7318,32,28
7319,40,34
7320,46,34
7321,64,35
7322,74,40
7323,83,50
7324,78,41
7325,25,33
7326,17,37
7327,80,51
7328,20,24
7329,72,39
7330,69,57
7331,47,31
7332,53,42
7333,31,33
7334,16,29
7335,30,30
7336,23,40
7337,68,32
7338,29,29
7339,40,34
7340,3,71
7341,64,35
7342,62,39
7343,15,67
7344,21,34
7345,10,57
7346,36,35
7347,79,46
7348,53,36
7349,50,43
7350,17,27
7351,69,49
7352,26,26
7353,4,31
7354,73,69
7355,59,61
7356,1,36
7357,43,48
7358,35,41
7359,82,36
7360,58,41
7361,51,32
7362,72,29
7363,39,38
7364,81,56
7365,2,34
7366,37,30
7367,61,44
7368,76,32
7369,41,38
7370,6,43
7371,83,50
7372,11,63
7373,30,28
7374,13,50
7375,32,31
7376,71,51
7377,74,35
7378,52,35
7379,18,56
7380,46,30
7381,67,34
7382,5,32
7383,34,34
7384,54,52
7385,45,30
7386,25,25
7387,12,47
7388,77,38
7389,24,32
7390,31,34
7391,38,44
7392,27,33
7393,16,26
7394,75,33
7395,55,50
7396,14,43
7397,28,29
7398,63,30
7399,70,36
7400,44,41
7401,22,30
7402,48,38
7403,49,49
7404,57,46
7405,20,32
7406,66,34
7407,80,36
7408,23,46
7409,8,41
7410,65,29
7411,47,32
7412,42,36
7413,56,35
7414,33,36
7415,7,37
7416,60,32
7417,19,42
7418,9,42
7419,78,29
7420,52,52
7421,78,39
7422,81,43
7423,58,35
7424,29,41
7425,37,47
7426,31,48
7427,24,51
7428,65,43
7429,4,43
7430,49,76
7431,53,70
7432,8,50
7433,16,22
7434,75,66
7435,19,30
7436,60,48
7437,63,36
7438,10,62
7439,71,51
7440,68,42
7441,83,40
7442,51,24
7443,45,86
7444,61,33
7445,59,51
7446,50,50
7447,26,29
7448,9,66
7449,32,37
7450,21,44
7451,57,47
7452,77,53
7453,18,89
7454,30,27
7455,54,49
7456,36,46
7457,73,93
7458,47,36
7459,41,43
7460,2,40
7461,20,35
7462,79,39
7463,82,49
7464,39,34
7465,55,55
7466,46,53
7467,28,26
7468,33,34
7469,64,43
7470,40,38
7471,62,46
7472,23,68
7473,15,61
7474,5,57
7475,69,53
7476,3,45
7477,72,29
7478,22,41
7479,80,40
7480,27,45
7481,48,47
7482,43,64
7483,6,62
7484,66,45
7485,67,41
7486,76,53
7487,35,45
7488,42,45
7489,34,29
7490,14,62
7491,70,47
7492,38,45
7493,1,49
7494,13,62
7495,7,58
7496,17,34
7497,11,63
7498,74,52
7499,44,55
7500,43,53
7501,17,20
7502,2,35
7503,11,59
7504,37,43
7505,18,67
7506,36,36
7507,49,61
7508,20,30
7509,66,31
7510,31,41
7511,74,51
7512,27,42
7513,40,37
7514,6,40
7515,79,57
7516,78,49
7517,77,39
7518,46,55
7519,16,23
7520,24,35
7521,61,35
7522,70,32
7523,3,33
7524,59,37
7525,9,58
7526,67,42
7527,45,39
7528,25,28
7529,63,26
7530,81,49
7531,39,27
7532,71,51
7533,62,41
7534,41,33
7535,29,32
7536,19,39
7537,33,27
7538,54,52
7539,64,36
7540,65,31
7541,75,73
7542,28,29
7543,68,35
7544,4,38
7545,82,56
7546,60,54
7547,50,58
7548,44,55
7549,35,48
7550,57,47
7551,34,35
7552,15,72
7553,69,50
7554,30,27
7555,56,40
7556,53,52
7557,22,39
7558,83,35
7559,23,60
7560,58,47
7561,51,26
7562,52,39
7563,5,53
7564,73,76
7565,14,58
7566,48,41
7567,32,27
7568,21,37
7569,8,58
7570,47,31
7571,13,55
7572,7,34
7573,76,43
7574,12,30
7575,55,69
7576,1,38
7577,38,39
7578,26,24
7579,80,35
7580,72,42
7581,42,38
7582,10,67
7583,52,41
7584,45,51
7585,4,44
7586,29,36
7587,15,59
7588,58,35
7589,12,48
7590,75,56
7591,65,34
7592,74,52
7593,30,35
7594,35,37
7595,76,38
7596,11,67
7597,59,54
7598,28,41
7599,38,36
7600,6,43
7601,73,71
7602,51,25
7603,50,60
7604,61,46
7605,24,37
7606,5,40
7607,27,37
7608,44,59
7609,13,57
7610,42,41
7611,9,54
7612,69,47
7613,2,33
7614,77,31
7615,23,64
7616,21,35
7617,1,40
7618,17,21
7619,81,59
7620,19,37
7621,37,42
7622,10,52
7623,78,39
7624,18,63
7625,33,35
7626,32,41
7627,56,43
7628,63,38
7629,55,50
7630,20,41
7631,82,50
7632,31,37
7633,40,47
7634,3,45
7635,54,55
7636,57,58
7637,46,50
7638,36,47
7639,64,42
7640,39,43
7641,14,54
7642,34,35
7643,7,55
7644,83,30
7645,67,28
7646,41,31
7647,8,48
7648,47,43
7649,26,27
7650,68,39
7651,71,42
7652,16,22
7653,80,26
7654,25,33
7655,72,22
7656,79,40
7657,22,37
7658,70,43
7659,53,60
7660,48,46
7661,62,43
7662,66,45
7663,49,40
7664,43,67
7665,60,52
7666,7,50
7667,14,59
7668,75,51
7669,37,46
7670,44,62
7671,9,64
7672,64,43
7673,70,32
7674,10,67
7675,72,30
7676,57,49
7677,68,35
7678,30,48
7679,54,59
7680,24,49
7681,69,33
7682,76,36
7683,49,49
7684,71,44
7685,20,46
7686,48,39
7687,78,36
7688,55,48
7689,46,52
7690,12,51
7691,22,59
7692,16,36
7693,61,50
7694,31,64
7695,82,58
7696,63,51
7697,66,56
7698,36,48
7699,33,39
7700,25,48
7701,3,53
7702,47,50
7703,1,42
7704,35,36
7705,52,43
7706,13,59
7707,56,44
7708,38,35
7709,67,37
7710,40,53
7711,41,49
7712,83,35
7713,58,41
7714,60,27
7715,74,50
7716,6,47
7717,2,42
7718,26,30
7719,39,44
7720,73,74
7721,32,29
7722,62,43
7723,80,39
7724,53,50
7725,19,40
7726,29,31
7727,45,69
7728,18,65
7729,43,61
7730,8,48
7731,81,31
7732,34,42
7733,4,37
7734,51,27
7735,27,37
7736,79,38
7737,28,48
7738,17,38
7739,23,56
7740,15,53
7741,21,42
7742,65,39
7743,42,43
7744,11,84
7745,50,50
7746,77,40
7747,5,43
7748,59,59
7749,44,47
7750,6,46
7751,26,24
7752,32,26
7753,27,35
7754,5,31
7755,40,41
7756,73,66
7757,39,34
7758,20,19
7759,31,110
7760,34,28
7761,54,45
7762,63,27
7763,74,36
7764,41,37
7765,4,31
7766,65,32
7767,7,54
7768,1,32
7769,14,61
7770,75,47
7771,45,47
7772,67,35
7773,57,43
7774,36,62
7775,9,64
7776,68,44
7777,38,41
7778,78,35
7779,63,40
7780,82,35
7781,52,29
7782,76,33
7783,29,30
7784,42,37
7785,43,62
7786,61,30
7787,22,40
7788,16,25
7789,46,40
7790,19,37
7791,56,47
7792,17,31
7793,55,51
7794,10,54
7795,81,48
7796,80,33
7797,35,38
7798,59,53
7799,77,37
7800,28,29
7801,2,33
7802,18,54
7803,8,58
7804,50,42
7805,66,36
7806,72,33
7807,15,57
7808,11,68
7809,70,35
7810,49,42
7811,33,31
7812,13,60
7813,62,40
7814,51,26
7815,71,51
7816,60,26
7817,3,42
7818,69,46
7819,30,29
7820,48,32
7821,47,60
7822,53,45
7823,23,53
7824,25,25
7825,58,31
7826,21,37
7827,64,43
7828,12,49
7829,24,37
7830,37,35
7831,83,36
7832,29,32
7833,11,56
7834,55,53
7835,76,34
7836,69,38
7837,52,30
7838,32,28
7839,1,28
7840,2,31
7841,6,30
7842,56,37
7843,9,53
7844,64,28
7845,12,36
7846,30,25
7847,75,37
7848,28,26
7849,43,50
7850,50,33
7851,61,20
7852,34,30
7853,27,29
7854,5,24
7855,60,45
7856,67,27
7857,48,28
7858,73,59
7859,59,45
7860,8,52
7861,71,42
7862,23,50
7863,58,53
7864,18,47
7865,81,64
7866,40,34
7867,41,32
7868,74,34
7869,49,38
7870,70,28
7871,14,45
7872,39,36
7873,77,29
7874,38,30
7875,79,26
7876,65,22
7877,72,34
7878,25,21
7879,4,21
7880,45,30
7881,26,23
7882,3,25
7883,16,22
7884,63,24
7885,46,34
7886,54,44
7887,7,30
7888,31,37
7889,19,30
7890,66,28
7891,17,10
7892,21,31
7893,20,21
7894,22,34
7895,62,28
7896,13,50
7897,78,26
7898,57,44
7899,53,38
7900,36,35
7901,35,29
7902,83,29
7903,10,55
7904,42,33
7905,33,29
7906,51,22
7907,15,50
7908,82,27
7909,80,25
7910,47,27
7911,44,44
7912,68,27
7913,24,41
7914,37,34
7915,30,38
7916,81,37
7917,64,38
7918,51,35
7919,3,59
7920,78,51
7921,23,52
7922,20,48
7923,54,49
7924,21,41
7925,36,51
7926,55,61
7927,42,30
7928,15,43
7929,62,36
7930,39,39
7931,25,29
7932,38,34
7933,37,38
7934,19,33
7935,6,45
7936,58,42
7937,41,39
7938,7,37
7939,24,45
7940,32,36
7941,70,58
7942,45,40
7943,79,56
7944,16,33
7945,71,52
7946,63,33
7947,17,49
7948,14,90
7949,33,36
7950,50,47
7951,24,29
7952,32,29
7953,70,47
7954,45,45
7955,79,47
7956,16,43
7957,71,42
7958,63,52
7959,17,29
7960,14,40
7961,33,43
7962,50,58
7963,72,39
7964,69,39
7965,12,48
7966,59,41
7967,22,33
7968,52,32
7969,11,55
7970,75,40
7971,83,36
7972,77,43
7973,44,59
7974,35,33
7975,43,75
7976,47,40
7977,5,55
7978,31,61
7979,78,76
7980,1,54
7981,48,50
7982,29,44
7983,34,40
7984,28,38
7985,8,62
7986,61,41
7987,49,43
7988,18,29
7989,67,33
7990,80,39
7991,13,36
7992,53,45
7993,57,56
7994,74,40
7995,4,45
7996,73,64
7997,27,41
7998,15,51
7999,39,40
8000,67,31
8001,70,35
8002,1,37
8003,81,40
8004,42,40
8005,9,47
8006,57,40
8007,21,44
8008,18,62
8009,33,35
8010,35,32
8011,65,35
8012,82,37
8013,30,28
8014,69,30
8015,55,40
8016,25,26
8017,47,30
8018,72,42
8019,11,49
8020,66,33
8021,50,40
8022,10,47
8023,76,23
8024,38,28
8025,77,33
8026,59,36
8027,83,33
8028,20,41
8029,17,33
8030,74,38
8031,71,42
8032,19,38
8033,68,37
8034,31,29
8035,53,34
8036,62,41
8037,73,69
8038,40,40
8039,45,35
8040,56,45
8041,5,43
8042,7,43
8043,79,43
8044,34,40
8045,24,41
8046,46,34
8047,75,36
8048,32,31
8049,14,44
8050,28,29
8051,27,35
8052,6,46
8053,52,31
8054,63,32
8055,78,56
8056,3,51
8057,54,51
8058,29,32
8059,64,37
8060,48,32
8061,60,39
8062,43,60
8063,58,37
8064,37,52
8065,51,26
8066,4,53
8067,41,44
8068,22,36
8069,16,36
8070,44,67
8071,8,50
8072,13,49
8073,26,30
8074,61,41
8075,23,39
8076,80,40
8077,36,43
8078,49,36
8079,2,39
8080,12,49
8081,45,34
8082,81,33
8083,13,32
8084,78,33
8085,82,36
8086,29,31
8087,59,31
8088,79,34
8089,76,36
8090,56,36
8091,75,34
8092,61,38
8093,1,28
8094,67,26
8095,47,33
8096,32,26
8097,44,50
8098,50,37
8099,14,47
8100,33,28
8101,49,33
8102,51,21
8103,72,36
8104,54,35
8105,22,27
8106,12,35
8107,28,29
8108,24,26
8109,80,35
8110,64,30
8111,6,28
8112,43,39
8113,71,34
8114,77,47
8115,65,28
8116,27,28
8117,4,38
8118,40,36
8119,38,35
8120,60,35
8121,36,33
8122,39,34
8123,34,26
8124,19,42
8125,57,40
8126,2,32
8127,70,37
8128,16,35
8129,63,24
8130,20,36
8131,26,22
8132,15,41
8133,73,56
8134,8,41
8135,21,29
8136,62,44
8137,58,38
8138,74,35
8139,69,49
8140,83,29
8141,68,24
8142,37,26
8143,9,42
8144,48,33
8145,66,24
8146,25,23
8147,18,41
8148,30,24
8149,11,50
8150,5,44
8151,41,39
8152,46,34
8153,10,47
8154,42,30
8155,52,30
8156,31,24
8157,17,33
8158,53,28
8159,7,32
8160,35,29
8161,3,35
8162,55,39
8163,23,46
8164,74,28
8165,39,62
8166,83,47
8167,15,48
8168,42,44
8169,4,57
8170,64,51
8171,65,47
8172,82,46
8173,71,44
8174,45,47
8175,48,41
8176,77,44
8177,56,43
8178,62,40
8179,76,46
8180,13,44
8181,63,36
8182,22,52
8183,18,74
8184,14,45
8185,81,43
8186,41,50
8187,49,41
8188,38,9
8189,2,36
8190,25,50
8191,52,48
8192,79,48
8193,58,46
8194,55,60
8195,29,45
8196,46,45
8197,8,48
8198,16,50
8199,19,73
8200,69,47
8201,75,33
8202,6,45
8203,51,29
8204,31,47
8205,1,44
8206,66,38
8207,68,43
8208,10,52
8209,54,57
8210,11,64
8211,12,45
8212,70,45
8213,9,47
8214,43,64
8215,53,50
8216,47,51
8217,73,73
8218,21,43
8219,44,70
8220,67,35
8221,32,34
8222,24,36
8223,37,40
8224,78,48
8225,59,34
8226,33,32
8227,23,52
8228,61,52
8229,40,61
8230,60,48
8231,35,34
8232,80,35
8233,36,38
8234,3,44
8235,5,44
8236,20,64
8237,72,57
8238,34,49
8239,7,42
8240,17,54
8241,57,59
8242,28,48
8243,27,42
8244,30,39
8245,50,44
8246,26,50
8247,22,23
8248,63,21
8249,9,34
8250,14,44
8251,48,31
8252,32,25
8253,7,37
8254,17,16
8255,82,31
8256,65,26
8257,37,30
8258,36,39
8259,13,29
8260,15,36
8261,53,26
8262,44,46
8263,43,46
8264,31,25
8265,2,30
8266,11,41
8267,64,30
8268,24,25
8269,49,30
8270,38,26
8271,41,31
8272,77,30
8273,23,35
8274,79,23
8275,34,27
8276,60,29
8277,21,31
8278,39,33
8279,45,25
8280,68,27
8281,74,28
8282,47,34
8283,57,19
8284,62,22
8285,55,30
8286,50,23
8287,70,19
8288,52,27
8289,3,32
8290,4,31
8291,69,22
8292,51,15
8293,28,21
8294,67,20
8295,54,20
8296,83,21
8297,20,19
8298,18,49
8299,59,20
8300,33,23
8301,16,22
8302,42,29
8303,76,21
8304,78,30
